multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgATF4_4	sgAPI5_5	NA	sgMIER1_9	NA	sgEPHB2_4
sgATG12_1	sgAPIP_4	NA	sgMIF4GD_5	NA	sgEPS15_2
sgATG12_3	sgAPITD1_1	NA	sgMITD1_2	NA	sgERBB4_1
sgATG4A_1	sgAPITD1_4	NA	sgMMP1_3	NA	sgERI1_1
sgATMIN_4	sgAPLN_1	NA	sgMNS1_1	NA	sgERLIN1_2
sgATP5C1_4	sgAPLN_3	NA	sgMPC1_4	NA	sgERV3-1_5
sgATP5F1_2	sgAPOA5_5	NA	sgMPEG1_3	NA	sgESRRA_5
sgATP5F1_3	sgAPOBEC3A_2	NA	sgMRPL2_4	NA	sgETNK1_1
sgATP5F1_5	sgAPOBEC3B_1	NA	sgMS4A12_5	NA	sgETS1_5
sgATP5G1_3	sgAPOBEC3C_4	NA	sgMS4A3_7	NA	sgETV7_9
sgATP5G1_4	sgAPOBEC3F_3	NA	sgMS4A6E_4	NA	sgEVI5_5
sgATP5G2_1	sgAPOBEC3H_2	NA	sgMT1F_2	NA	sgEXOC7_5
sgATP5G2_2	sgAPOC1_3	NA	sgMT2A_1	NA	sgEYA3_5
sgATP5J2_1	sgAPOC1_4	NA	sgMTIF2_5	NA	sgF8_1
sgATP5J2_6	sgAPOC1_5	NA	sgMTIF3_3	NA	sgFADS6_3
sgATP5J_5	sgAPOC3_1	NA	sgMTRF1_2	NA	sgFAM122C_10
sgATP5J_6	sgAPOD_2	NA	sgMUCL1_3	NA	sgFAM134A_1
sgATP5L_2	sgAPOF_1	NA	sgMYL3_1	NA	sgFAM161B_4
sgATP5L_3	sgAPOF_4	NA	sgMYO3B_5	NA	sgFAM161B_5
sgATP5L_4	sgAPOL1_5	NA	sgNCALD_5	NA	sgFARP1_4
sgATP6AP2_1	sgAPOL3_5	NA	sgNCK1_5	NA	sgFARP1_5
sgATP6AP2_3	sgAPOM_6	NA	sgNDN_2	NA	sgFBXL22_4
sgATP6V0C_3	sgAPOOL_2	NA	sgNEK7_2	NA	sgFBXL22_5
